bin,llimx,count
0,0,0
1,0.03,76
2,0.06,90
3,0.09,74
4,0.12,81
5,0.15,28
6,0.18,0
7,0.21,0
8,0.24,0
9,0.27,0
10,0.3,0
11,0.33,0
12,0.36,0
13,0.39,0
14,0.42,0
15,0.45,0
16,0.48,0
17,0.51,0
18,0.54,0
19,0.57,0
20,0.6,0
21,0.63,0
22,0.66,0
23,0.69,0
24,0.72,0
25,0.75,0
26,0.78,0
27,0.81,0
28,0.84,0
29,0.87,0
30,0.9,0
31,0.93,0
32,0.96,0
33,0.99,0
34,1.02,0
35,1.05,0
36,1.08,0
37,1.11,0
38,1.14,0
39,1.17,0
40,1.2,0
41,1.23,0
42,1.26,0
43,1.29,0
44,1.32,0
45,1.35,0
46,1.38,0
47,1.41,0
48,1.44,0
49,1.47,0
50,1.5,0
51,1.53,0
52,1.56,0
53,1.59,0
54,1.62,0
55,1.65,0
56,1.68,0
57,1.71,0
58,1.74,0
59,1.77,0
60,1.8,0
61,1.83,0
62,1.86,0
63,1.89,0
64,1.92,0
65,1.95,0
66,1.98,0
67,2.01,0
68,2.04,0
69,2.07,0
70,2.1,0
71,2.13,0
72,2.16,0
73,2.19,0
74,2.22,0
75,2.25,0
76,2.28,0
77,2.31,0
78,2.34,0
79,2.37,0
80,2.4,0
81,2.43,0
82,2.46,0
83,2.49,0
84,2.52,0
85,2.55,0
86,2.58,0
87,2.61,0
88,2.64,0
89,2.67,0
90,2.7,0
91,2.73,0
92,2.76,0
93,2.79,0
94,2.82,0
95,2.85,0
96,2.88,0
97,2.91,0
98,2.94,0
99,2.97,0
100,3,0
